id,entrada,primeiro,segundo,atraso,saida,usuario_id,fechado,cliente_id,tiporeceita_id,atrasoautorizado
407960,2023-04-18 12:15:58.527,True,False,False,2023-04-18 12:15:58.527,1,False,,,False
407961,2023-04-17 12:15:58.527,True,False,False,2023-04-17 12:15:58.527,1,False,,,False
407962,2023-04-16 12:15:58.527,True,False,False,2023-04-16 12:15:58.527,1,False,,,False
407963,2023-04-14 12:15:58.527,True,False,False,2023-04-14 12:15:58.527,1,False,,,False
407964,2023-04-13 12:15:58.527,True,False,False,2023-04-13 12:15:58.527,1,False,,,False
407965,2023-04-12 12:15:58.527,True,False,False,2023-04-12 12:15:58.527,1,False,,,False
407966,2023-04-11 12:15:58.527,True,False,False,2023-04-11 12:15:58.527,1,False,,,False
407967,2023-04-10 12:15:58.527,True,False,False,2023-04-10 12:15:58.527,1,False,,,False
407968,2023-04-09 12:15:58.527,True,False,False,2023-04-09 12:15:58.527,1,False,,,False
407969,2023-04-07 12:15:58.527,True,False,False,2023-04-07 12:15:58.527,1,False,,,False
407970,2023-04-06 12:15:58.527,True,False,False,2023-04-06 12:15:58.527,1,False,,,False
407971,2023-04-05 12:15:58.527,True,False,False,2023-04-05 12:15:58.527,1,False,,,False
407972,2023-04-04 12:15:58.527,True,False,False,2023-04-04 12:15:58.527,1,False,,,False
407973,2023-04-03 12:15:58.527,True,False,False,2023-04-03 12:15:58.527,1,False,,,False
407974,2023-04-02 12:15:58.527,True,False,False,2023-04-02 12:15:58.527,1,False,,,False
407975,2023-03-31 12:15:58.527,True,False,False,2023-03-31 12:15:58.527,1,False,,,False
407976,2023-03-30 12:15:58.527,True,False,False,2023-03-30 12:15:58.527,1,False,,,False
407977,2023-03-29 12:15:58.527,True,False,False,2023-03-29 12:15:58.527,1,False,,,False
407978,2023-03-28 12:15:58.527,True,False,False,2023-03-28 12:15:58.527,1,False,,,False
407979,2023-03-27 12:15:58.527,True,False,False,2023-03-27 12:15:58.527,1,False,,,False
407980,2023-03-26 12:15:58.527,True,False,False,2023-03-26 12:15:58.527,1,False,,,False
407981,2023-03-24 12:15:58.527,True,False,False,2023-03-24 12:15:58.527,1,False,,,False
407982,2023-03-23 12:15:58.527,True,False,False,2023-03-23 12:15:58.527,1,False,,,False
407983,2023-03-22 12:15:58.527,True,False,False,2023-03-22 12:15:58.527,1,False,,,False
407984,2023-03-21 12:15:58.527,True,False,False,2023-03-21 12:15:58.527,1,False,,,False
407985,2023-03-20 12:15:58.527,True,False,False,2023-03-20 12:15:58.527,1,False,,,False
407986,2023-03-19 12:15:58.527,True,False,False,2023-03-19 12:15:58.527,1,False,,,False
407987,2023-03-17 12:15:58.527,True,False,False,2023-03-17 12:15:58.527,1,False,,,False
407988,2023-03-16 12:15:58.527,True,False,False,2023-03-16 12:15:58.527,1,False,,,False
407989,2023-03-15 12:15:58.527,True,False,False,2023-03-15 12:15:58.527,1,False,,,False
407990,2023-03-14 12:15:58.527,True,False,False,2023-03-14 12:15:58.527,1,False,,,False
407991,2023-03-13 12:15:58.527,True,False,False,2023-03-13 12:15:58.527,1,False,,,False
407992,2023-03-12 12:15:58.527,True,False,False,2023-03-12 12:15:58.527,1,False,,,False
407993,2023-03-10 12:15:58.527,True,False,False,2023-03-10 12:15:58.527,1,False,,,False
407994,2023-03-09 12:15:58.527,True,False,False,2023-03-09 12:15:58.527,1,False,,,False
407995,2023-03-08 12:15:58.527,True,False,False,2023-03-08 12:15:58.527,1,False,,,False
407996,2023-03-07 12:15:58.527,True,False,False,2023-03-07 12:15:58.527,1,False,,,False
407997,2023-03-06 12:15:58.527,True,False,False,2023-03-06 12:15:58.527,1,False,,,False
407998,2023-03-05 12:15:58.527,True,False,False,2023-03-05 12:15:58.527,1,False,,,False
407999,2023-03-03 12:15:58.527,True,False,False,2023-03-03 12:15:58.527,1,False,,,False
408000,2023-03-02 12:15:58.527,True,False,False,2023-03-02 12:15:58.527,1,False,,,False
408001,2023-03-01 12:15:58.527,True,False,False,2023-03-01 12:15:58.527,1,False,,,False
408002,2023-02-28 12:15:58.527,True,False,False,2023-02-28 12:15:58.527,1,False,,,False
408003,2023-02-27 12:15:58.527,True,False,False,2023-02-27 12:15:58.527,1,False,,,False
408004,2023-02-26 12:15:58.527,True,False,False,2023-02-26 12:15:58.527,1,False,,,False
408005,2023-02-24 12:15:58.527,True,False,False,2023-02-24 12:15:58.527,1,False,,,False
408006,2023-02-23 12:15:58.527,True,False,False,2023-02-23 12:15:58.527,1,False,,,False
408007,2023-02-22 12:15:58.527,True,False,False,2023-02-22 12:15:58.527,1,False,,,False
408008,2023-02-21 12:15:58.527,True,False,False,2023-02-21 12:15:58.527,1,False,,,False
408009,2023-02-20 12:15:58.527,True,False,False,2023-02-20 12:15:58.527,1,False,,,False
408010,2023-02-19 12:15:58.527,True,False,False,2023-02-19 12:15:58.527,1,False,,,False
408011,2023-02-17 12:15:58.527,True,False,False,2023-02-17 12:15:58.527,1,False,,,False
408012,2023-02-16 12:15:58.527,True,False,False,2023-02-16 12:15:58.527,1,False,,,False
408013,2023-02-15 12:15:58.527,True,False,False,2023-02-15 12:15:58.527,1,False,,,False
408014,2023-02-14 12:15:58.527,True,False,False,2023-02-14 12:15:58.527,1,False,,,False
408015,2023-02-13 12:15:58.527,True,False,False,2023-02-13 12:15:58.527,1,False,,,False
408016,2023-02-12 12:15:58.527,True,False,False,2023-02-12 12:15:58.527,1,False,,,False
408017,2023-02-10 12:15:58.527,True,False,False,2023-02-10 12:15:58.527,1,False,,,False
408018,2023-02-09 12:15:58.527,True,False,False,2023-02-09 12:15:58.527,1,False,,,False
408019,2023-02-08 12:15:58.527,True,False,False,2023-02-08 12:15:58.527,1,False,,,False
408020,2023-02-07 12:15:58.527,True,False,False,2023-02-07 12:15:58.527,1,False,,,False
408021,2023-02-06 12:15:58.527,True,False,False,2023-02-06 12:15:58.527,1,False,,,False
408022,2023-02-05 12:15:58.527,True,False,False,2023-02-05 12:15:58.527,1,False,,,False
408023,2023-02-03 12:15:58.527,True,False,False,2023-02-03 12:15:58.527,1,False,,,False
408024,2023-02-02 12:15:58.527,True,False,False,2023-02-02 12:15:58.527,1,False,,,False
408025,2023-02-01 12:15:58.527,True,False,False,2023-02-01 12:15:58.527,1,False,,,False
408026,2023-01-31 12:15:58.527,True,False,False,2023-01-31 12:15:58.527,1,False,,,False
408027,2023-01-30 12:15:58.527,True,False,False,2023-01-30 12:15:58.527,1,False,,,False
408028,2023-01-29 12:15:58.527,True,False,False,2023-01-29 12:15:58.527,1,False,,,False
408029,2023-01-27 12:15:58.527,True,False,False,2023-01-27 12:15:58.527,1,False,,,False
408030,2023-01-26 12:15:58.527,True,False,False,2023-01-26 12:15:58.527,1,False,,,False
408031,2023-01-25 12:15:58.527,True,False,False,2023-01-25 12:15:58.527,1,False,,,False
408032,2023-01-24 12:15:58.527,True,False,False,2023-01-24 12:15:58.527,1,False,,,False
408033,2023-01-23 12:15:58.527,True,False,False,2023-01-23 12:15:58.527,1,False,,,False
408034,2023-01-22 12:15:58.527,True,False,False,2023-01-22 12:15:58.527,1,False,,,False
408035,2023-01-20 12:15:58.527,True,False,False,2023-01-20 12:15:58.527,1,False,,,False
408036,2023-01-19 12:15:58.527,True,False,False,2023-01-19 12:15:58.527,1,False,,,False
408037,2023-01-18 12:15:58.527,True,False,False,2023-01-18 12:15:58.527,1,False,,,False
408038,2023-01-17 12:15:58.527,True,False,False,2023-01-17 12:15:58.527,1,False,,,False
408039,2023-01-16 12:15:58.527,True,False,False,2023-01-16 12:15:58.527,1,False,,,False
408040,2023-01-15 12:15:58.527,True,False,False,2023-01-15 12:15:58.527,1,False,,,False
408041,2023-01-13 12:15:58.527,True,False,False,2023-01-13 12:15:58.527,1,False,,,False
408042,2023-01-12 12:15:58.527,True,False,False,2023-01-12 12:15:58.527,1,False,,,False
408043,2023-01-11 12:15:58.527,True,False,False,2023-01-11 12:15:58.527,1,False,,,False
408044,2023-01-10 12:15:58.527,True,False,False,2023-01-10 12:15:58.527,1,False,,,False
408045,2023-01-09 12:15:58.527,True,False,False,2023-01-09 12:15:58.527,1,False,,,False
408046,2023-01-08 12:15:58.527,True,False,False,2023-01-08 12:15:58.527,1,False,,,False
408047,2023-01-06 12:15:58.527,True,False,False,2023-01-06 12:15:58.527,1,False,,,False
408048,2023-01-05 12:15:58.527,True,False,False,2023-01-05 12:15:58.527,1,False,,,False
408049,2023-01-04 12:15:58.527,True,False,False,2023-01-04 12:15:58.527,1,False,,,False
408050,2023-01-03 12:15:58.527,True,False,False,2023-01-03 12:15:58.527,1,False,,,False
408051,2023-01-02 12:15:58.527,True,False,False,2023-01-02 12:15:58.527,1,False,,,False
408052,2023-01-01 12:15:58.527,True,False,False,2023-01-01 12:15:58.527,1,False,,,False
408116,2023-05-17 12:15:58.527,True,False,True,,1,False,,,False
408507,2023-05-19 11:30:39.890,True,False,False,2023-05-19 11:30:39.890,1,False,,,False
408508,2023-05-18 11:30:39.890,True,False,False,2023-05-18 11:30:39.890,1,False,,,False
408680,2023-05-21 12:53:42.620,True,False,False,2023-05-21 13:28:22.310,1,True,,,False
408681,2023-05-21 12:53:42.620,True,False,False,2023-05-21 13:28:22.310,1,True,,,False
410501,2023-06-01 17:53:40.840,True,False,False,2023-06-01 17:53:40.840,1,False,,,False
410502,2023-05-31 17:53:40.840,True,False,False,2023-05-31 17:53:40.840,1,False,,,False
410503,2023-05-30 17:53:40.840,True,False,False,2023-05-30 17:53:40.840,1,False,,,False
410504,2023-05-29 17:53:40.840,True,False,False,2023-05-29 17:53:40.840,1,False,,,False
410505,2023-05-28 17:53:40.840,True,False,False,2023-05-28 17:53:40.840,1,False,,,False
410506,2023-05-26 17:53:40.840,True,False,False,2023-05-26 17:53:40.840,1,False,,,False
410507,2023-05-25 17:53:40.840,True,False,False,2023-05-25 17:53:40.840,1,False,,,False
410508,2023-05-24 17:53:40.840,True,False,False,2023-05-24 17:53:40.840,1,False,,,False
410509,2023-05-23 17:53:40.840,True,False,False,2023-05-23 17:53:40.840,1,False,,,False
410510,2023-05-22 17:53:40.840,True,False,False,2023-05-22 17:53:40.840,1,False,,,False
410511,2023-06-01 17:53:40.840,True,False,True,,1,False,,,False
414893,2023-06-02 19:29:24.180,True,False,False,2023-06-02 19:29:24.180,1,False,,,False
414894,2023-06-02 19:29:24.180,True,False,True,,1,False,,,False
415130,2023-06-05 16:55:35.240,True,False,False,2023-06-05 16:55:35.240,1,False,,,False
415131,2023-06-05 16:55:35.240,True,False,True,,1,False,,,False
415285,2023-06-06 13:57:36.037,True,False,False,2023-06-06 13:57:36.037,1,False,,,False
415286,2023-06-04 13:57:36.037,True,False,False,2023-06-04 13:57:36.037,1,False,,,False
415287,2023-06-06 13:57:36.037,True,False,True,2023-06-06 13:57:36.037,1,True,,,False
415428,2023-06-07 10:10:45.123,True,False,False,2023-06-07 10:11:38.807,1,True,,,False
415429,2023-06-07 10:10:45.123,True,False,True,2023-06-07 10:11:38.807,1,True,,,False
415431,2023-06-07 10:15:48.310,False,False,False,2023-06-07 10:17:08.307,1,True,,,False
415538,2023-06-07 18:38:10.400,False,False,False,2023-06-07 18:58:48.527,1,True,,,False
415540,2023-06-07 19:11:09.597,False,False,False,2023-06-07 19:15:18.387,1,False,,,False
416561,2023-06-15 12:07:39.507,True,False,False,2023-06-15 12:07:39.507,1,False,,,False
416562,2023-06-14 12:07:39.507,True,False,False,2023-06-14 12:07:39.507,1,False,,,False
416563,2023-06-13 12:07:39.507,True,False,False,2023-06-13 12:07:39.507,1,False,,,False
416564,2023-06-12 12:07:39.507,True,False,False,2023-06-12 12:07:39.507,1,False,,,False
416565,2023-06-11 12:07:39.507,True,False,False,2023-06-11 12:07:39.507,1,False,,,False
416566,2023-06-09 12:07:39.507,True,False,False,2023-06-09 12:07:39.507,1,False,,,False
416567,2023-06-08 12:07:39.507,True,False,False,2023-06-08 12:07:39.507,1,False,,,False
416568,2023-06-15 12:07:39.507,True,False,True,,1,False,,,False
418838,2023-06-29 12:10:07.350,True,False,False,2023-06-29 12:10:07.350,1,False,,,False
418839,2023-06-28 12:10:07.350,True,False,False,2023-06-28 12:10:07.350,1,False,,,False
418840,2023-06-27 12:10:07.350,True,False,False,2023-06-27 12:10:07.350,1,False,,,False
418841,2023-06-26 12:10:07.350,True,False,False,2023-06-26 12:10:07.350,1,False,,,False
418842,2023-06-25 12:10:07.350,True,False,False,2023-06-25 12:10:07.350,1,False,,,False
418843,2023-06-23 12:10:07.350,True,False,False,2023-06-23 12:10:07.350,1,False,,,False
418844,2023-06-22 12:10:07.350,True,False,False,2023-06-22 12:10:07.350,1,False,,,False
418845,2023-06-21 12:10:07.350,True,False,False,2023-06-21 12:10:07.350,1,False,,,False
418846,2023-06-20 12:10:07.350,True,False,False,2023-06-20 12:10:07.350,1,False,,,False
418847,2023-06-19 12:10:07.350,True,False,False,2023-06-19 12:10:07.350,1,False,,,False
418848,2023-06-18 12:10:07.350,True,False,False,2023-06-18 12:10:07.350,1,False,,,False
418849,2023-06-16 12:10:07.350,True,False,False,2023-06-16 12:10:07.350,1,False,,,False
418850,2023-06-29 12:10:07.350,True,False,True,,1,False,,,False
382985,2023-01-02 13:15:00.000,False,False,False,2023-01-02 14:35:00.000,2,True,,,False
382997,2023-01-02 14:35:49.490,False,False,False,2023-01-02 15:11:39.903,2,True,2464,2,False
383003,2023-01-02 15:11:39.903,False,False,False,2023-01-02 16:18:28.727,2,True,2415,2,False
383016,2023-01-02 16:18:28.727,False,False,False,2023-01-02 17:05:38.547,2,True,2424,2,False
383017,2023-01-02 10:24:00.000,True,False,False,2023-01-02 12:15:00.000,2,True,83,2,False
383033,2023-01-02 17:05:38.547,False,False,False,2023-01-02 17:37:46.830,2,True,2349,2,False
383039,2023-01-02 17:37:46.830,False,False,False,2023-01-02 18:13:37.343,2,True,2358,2,False
383041,2023-01-02 18:13:37.343,False,False,False,2023-01-02 18:43:45.010,2,True,2303,2,False
383048,2023-01-02 18:43:45.010,False,False,False,2023-01-02 19:16:31.023,2,True,83,2,False
383049,2023-01-02 19:16:31.023,False,False,False,2023-01-02 19:37:35.933,2,True,,,False
383050,2023-01-02 19:37:43.953,False,False,False,2023-01-02 19:38:26.463,2,True,,,False
383081,2023-01-03 07:45:13.333,True,False,False,2023-01-03 08:49:36.570,2,True,,,False
383082,2023-01-01 07:45:13.333,True,False,False,2023-01-01 07:45:13.333,2,False,,,False
383105,2023-01-03 08:49:55.233,False,False,False,2023-01-03 09:15:23.813,2,True,43,2,False
383117,2023-01-03 09:15:23.813,False,False,False,2023-01-03 09:23:57.143,2,True,2377,2,False
383126,2023-01-03 09:23:57.143,False,False,False,2023-01-03 10:12:25.540,2,True,2729,2,False
383143,2023-01-03 10:12:25.540,False,False,False,2023-01-03 10:33:55.900,2,True,83,2,False
383176,2023-01-03 12:44:04.227,False,False,False,2023-01-03 13:07:44.400,2,True,2729,2,False
383187,2023-01-03 13:07:57.763,False,False,False,2023-01-03 13:22:59.563,2,True,2680,2,False
383191,2023-01-03 13:22:59.563,False,False,False,2023-01-03 14:08:13.397,2,True,2611,2,False
383207,2023-01-03 14:08:13.397,False,False,False,2023-01-03 14:54:59.720,2,True,2400,2,False
383220,2023-01-03 14:54:59.720,False,False,False,2023-01-03 15:37:52.570,2,True,90,2,False
383230,2023-01-03 15:37:52.570,False,False,False,2023-01-03 16:33:37.490,2,True,41,2,False
383248,2023-01-03 16:33:37.490,False,False,False,2023-01-03 18:08:56.093,2,True,16,2,False
383327,2023-01-04 08:15:31.813,True,False,False,2023-01-04 08:36:39.843,2,True,,,False
383337,2023-01-04 08:36:51.227,False,False,False,2023-01-04 10:32:28.093,2,True,43,2,False
383397,2023-01-04 12:03:54.430,False,False,False,2023-01-04 12:34:06.400,2,True,2386,5,False
383421,2023-01-04 13:32:12.147,False,False,False,2023-01-04 14:10:41.013,2,True,83,2,False
383433,2023-01-04 14:10:41.013,False,False,False,2023-01-04 14:36:18.360,2,True,28,2,False
383447,2023-01-04 14:36:18.360,False,False,False,2023-01-04 14:47:51.123,2,True,1135,2,False
383451,2023-01-04 14:47:51.123,False,False,False,2023-01-04 15:04:26.773,2,True,2297,2,False
383456,2023-01-04 15:04:26.773,False,False,False,2023-01-04 16:01:57.007,2,True,2303,2,False
383470,2023-01-04 16:01:57.007,False,False,False,2023-01-04 16:32:00.733,2,True,2365,2,False
383479,2023-01-04 16:32:00.733,False,False,False,2023-01-04 16:46:41.607,2,True,2360,2,False
383480,2023-01-04 16:46:41.607,False,False,False,2023-01-04 17:13:29.487,2,True,2390,2,False
383484,2023-01-04 17:13:29.487,False,False,False,2023-01-04 17:44:38.093,2,True,2656,2,False
383493,2023-01-04 17:44:38.093,False,False,False,2023-01-04 17:53:31.683,2,True,2534,2,False
383495,2023-01-04 17:53:31.683,False,False,False,,2,False,2467,2,False
383556,2023-01-05 08:48:47.393,False,False,False,2023-01-05 09:17:26.567,2,True,43,2,False
383582,2023-01-05 09:17:26.567,False,False,False,2023-01-05 10:00:45.187,2,True,2412,2,False
383597,2023-01-05 10:00:45.187,False,False,False,2023-01-05 10:12:55.187,2,True,57,2,False
383600,2023-01-05 10:12:55.187,False,False,False,2023-01-05 10:27:35.607,2,True,68,2,False
383603,2023-01-05 10:27:35.607,False,False,False,2023-01-05 10:44:04.877,2,True,100,2,False
383642,2023-01-05 07:30:09.153,True,False,False,2023-01-05 08:48:30.833,2,True,,,False
383651,2023-01-05 12:48:50.313,False,False,False,2023-01-05 13:28:42.453,2,True,2471,2,False
383662,2023-01-05 13:28:42.453,False,False,False,2023-01-05 13:59:26.423,2,True,2472,2,False
383673,2023-01-05 13:59:26.423,False,False,False,2023-01-05 14:15:48.683,2,True,2615,2,False
383677,2023-01-05 14:15:48.683,False,False,False,2023-01-05 14:26:04.177,2,True,2623,2,False
383681,2023-01-05 14:26:04.177,False,False,False,2023-01-05 14:44:40.317,2,True,2574,2,False
383686,2023-01-05 14:44:40.317,False,False,False,2023-01-05 15:16:54.980,2,True,2532,2,False
383689,2023-01-05 15:16:54.980,False,False,False,2023-01-05 16:42:34.790,2,True,57,2,False
383713,2023-01-05 16:42:34.790,False,False,False,2023-01-05 17:36:04.723,2,True,2746,2,False
383729,2023-01-05 17:36:04.723,False,False,False,2023-01-05 17:53:36.293,2,True,127,2,False
383733,2023-01-05 17:53:36.293,False,False,False,2023-01-05 18:59:48.157,2,True,2748,2,False
383743,2023-01-05 18:59:48.157,False,False,False,2023-01-05 19:09:39.537,2,True,40,2,False
383746,2023-01-05 19:09:39.537,False,False,False,2023-01-05 19:21:24.940,2,True,74,2,False
383748,2023-01-05 19:21:24.940,False,False,False,,2,False,2467,2,False
383758,2023-01-06 07:44:42.870,True,False,False,2023-01-06 08:31:14.223,2,True,,,False
383775,2023-01-06 08:31:26.457,False,False,False,2023-01-06 10:37:23.703,2,True,2748,2,False
383814,2023-01-06 10:37:23.703,False,False,False,2023-01-06 10:56:21.823,2,True,,,False
383846,2023-01-06 13:02:54.670,False,False,False,2023-01-06 13:34:47.827,2,True,16,2,False
383852,2023-01-06 13:34:47.827,False,False,False,2023-01-06 13:52:40.537,2,True,11,2,False
383862,2023-01-06 13:52:40.537,False,False,False,2023-01-06 15:31:00.773,2,True,12,2,False
383882,2023-01-06 15:31:00.773,False,False,False,2023-01-06 16:13:01.660,2,True,83,2,False
383893,2023-01-06 16:13:01.660,False,False,False,2023-01-06 16:19:13.397,2,True,2611,2,False
383894,2023-01-06 16:19:13.397,False,False,False,2023-01-06 16:32:29.993,2,True,2474,2,False
383896,2023-01-06 16:32:29.993,False,False,False,2023-01-06 17:38:41.507,2,True,11,2,False
383927,2023-01-06 17:38:41.507,False,False,False,2023-01-06 18:00:02.527,2,True,2748,2,False
383934,2023-01-06 18:00:25.997,False,False,False,2023-01-06 18:01:13.050,2,True,,,False
384025,2023-01-09 09:30:15.680,False,False,False,2023-01-09 10:07:23.433,2,True,2415,2,False
384070,2023-01-09 11:32:54.753,False,False,False,2023-01-09 12:13:07.680,2,True,83,2,False
384107,2023-01-09 12:56:26.310,False,False,False,2023-01-09 15:07:41.147,2,True,83,5,False
384150,2023-01-09 15:07:41.147,False,False,False,2023-01-09 15:11:22.420,2,True,,,False
384156,2023-01-09 08:45:34.707,True,False,False,2023-01-09 09:30:00.973,2,True,,,False
384184,2023-01-09 16:03:42.660,False,False,False,2023-01-09 17:00:43.057,2,True,,,False
384199,2023-01-09 17:00:43.057,False,False,False,2023-01-09 17:26:21.443,2,True,127,2,False
384208,2023-01-09 17:26:21.443,False,False,False,2023-01-09 17:28:56.937,2,True,28,2,False
384209,2023-01-09 17:28:56.937,False,False,False,2023-01-09 18:01:53.643,2,True,83,2,False
384244,2023-01-08 07:54:23.717,True,False,False,2023-01-08 07:54:23.717,2,False,,,False
384266,2023-01-10 08:46:00.000,False,False,False,2023-01-10 10:21:00.000,2,True,2540,5,False
384313,2023-01-10 10:21:41.013,False,False,False,2023-01-10 10:39:00.437,2,True,83,2,False
384345,2023-01-10 07:54:00.000,True,False,False,2023-01-10 08:46:00.000,2,True,,,False
384357,2023-01-10 12:26:20.643,False,False,False,2023-01-10 13:08:00.000,2,True,2377,2,False
384378,2023-01-10 13:08:00.000,False,False,False,2023-01-10 16:52:00.000,2,True,83,2,False
384435,2023-01-10 16:52:00.000,False,False,False,2023-01-10 17:36:00.000,2,True,2623,2,False
384447,2023-01-10 17:36:08.963,False,False,False,2023-01-10 18:07:35.487,2,True,2377,2,False
384531,2023-01-11 07:23:00.000,True,False,False,2023-01-11 09:41:00.000,2,True,83,2,False
384574,2023-01-11 09:41:56.343,False,False,False,2023-01-11 10:50:40.680,2,True,74,2,False
384618,2023-01-11 10:50:40.680,False,False,False,2023-01-11 10:51:01.220,2,True,,,False
384720,2023-01-11 13:01:00.000,False,False,False,2023-01-11 13:37:00.000,2,True,2464,2,False
384734,2023-01-11 13:37:51.807,False,False,False,2023-01-11 14:23:36.303,2,True,2400,2,False
384742,2023-01-11 14:23:36.303,False,False,False,2023-01-11 14:35:41.463,2,True,2412,2,False
384752,2023-01-11 14:46:14.063,False,False,False,2023-01-11 14:47:45.383,2,True,2400,2,False
384754,2023-01-11 14:47:45.383,False,False,False,2023-01-11 15:13:31.877,2,True,2412,2,False
384762,2023-01-11 15:13:31.877,False,False,False,2023-01-11 15:18:45.020,2,True,57,2,False
384766,2023-01-11 15:18:45.020,False,False,False,2023-01-11 15:26:13.947,2,True,28,2,False
384777,2023-01-11 15:26:13.947,False,False,False,2023-01-11 15:54:06.850,2,True,41,2,False
384798,2023-01-11 16:25:37.527,False,False,False,2023-01-11 16:53:54.100,2,True,2412,2,False
384808,2023-01-11 16:53:54.100,False,False,False,2023-01-11 17:44:15.307,2,True,28,2,False
384823,2023-01-11 17:44:15.307,False,False,False,2023-01-11 17:51:11.537,2,True,2683,2,False
384827,2023-01-11 17:51:11.537,False,False,False,2023-01-11 18:11:07.063,2,True,83,2,False
384838,2023-01-11 18:11:16.723,False,False,False,2023-01-11 18:11:24.357,2,True,,,False
385259,2023-01-14 08:57:03.897,True,False,False,2023-01-14 09:08:00.000,2,True,,,False
385260,2023-01-13 08:57:03.897,True,False,False,2023-01-13 08:57:03.897,2,False,,,False
385261,2023-01-12 08:57:03.897,True,False,False,2023-01-12 08:57:03.897,2,False,,,False
385264,2023-01-14 09:08:00.000,False,False,False,2023-01-14 11:30:00.000,2,True,2564,5,False
385310,2023-01-14 14:25:00.000,False,False,False,2023-01-14 15:26:00.000,2,True,57,2,False
385311,2023-01-14 15:26:38.563,False,False,False,2023-01-14 15:50:16.707,2,True,2773,2,False
385315,2023-01-14 15:50:16.707,False,False,False,2023-01-14 16:07:35.593,2,True,41,2,False
385317,2023-01-14 16:07:35.593,False,False,False,2023-01-14 16:25:00.583,2,True,2623,2,False
385318,2023-01-14 16:25:00.583,False,False,False,2023-01-14 16:45:23.277,2,True,83,2,False
385358,2023-01-16 09:11:16.660,True,False,False,2023-01-16 09:43:43.640,2,True,,,False
385377,2023-01-16 09:43:58.427,False,False,False,2023-01-16 13:18:18.750,2,True,100,2,False
385456,2023-01-16 13:18:24.770,False,False,False,2023-01-16 13:18:42.080,2,True,,,False
385478,2023-01-16 14:41:34.760,False,False,False,2023-01-16 15:06:00.000,2,True,11,2,False
385484,2023-01-16 15:06:00.000,False,False,False,2023-01-16 15:40:00.000,2,True,2540,5,False
385492,2023-01-16 15:40:28.560,False,False,False,2023-01-16 18:05:23.180,2,True,2540,5,False
385530,2023-01-16 18:05:23.180,False,False,False,2023-01-16 18:10:47.220,2,True,,,False
385553,2023-01-17 07:57:00.000,True,False,False,2023-01-17 08:24:00.000,2,True,,,False
385554,2023-01-15 07:57:38.833,True,False,False,2023-01-15 07:57:38.833,2,False,,,False
385566,2023-01-17 08:24:16.187,False,False,False,2023-01-17 10:07:41.597,2,True,2540,5,False
385618,2023-01-17 10:07:41.597,False,False,False,2023-01-17 10:27:43.807,2,True,2599,5,False
385628,2023-01-17 10:27:43.807,False,False,False,2023-01-17 10:41:14.380,2,True,2604,5,False
385636,2023-01-17 10:41:14.380,False,False,False,2023-01-17 11:45:22.260,2,True,2635,5,False
385658,2023-01-17 11:45:22.260,False,False,False,2023-01-17 11:49:06.877,2,True,2378,5,False
385688,2023-01-17 13:46:31.553,False,False,False,2023-01-17 13:50:00.000,2,True,83,2,False
